Company,Question
Bandhan Bank,Q. What is a savings account?
Bandhan Bank,Q. How did you learn about the bank?
Bandhan Bank,Q. What is a bank? Describe it.
Bandhan Bank,Q. Which entity provides licenses to banks?
Bandhan Bank,Q. What are the current internet trends?
Bandhan Bank,Q. What are the key differences between rural and urban banking markets?
Bandhan Bank,"Q. If I assign you to a rural area, can you manage it?"
Bandhan Bank,Q. How will you manage operations?
Bandhan Bank,Q. What is the reason for changing banks after serving for more than 14 years?
Bandhan Bank,Q. How will you improve the performance of non-performing resources?
Bandhan Bank,Q. Am I eligible for this job?
Bandhan Bank,Q. What factors do you consider before approving a loan for someone?
Bandhan Bank,Q. What is the MPBF method?
Bandhan Bank,Q. What is a bank?
Bandhan Bank,Q. What are the main functions of the bank?
Bandhan Bank,"Q. What are non-credit facilities, and can you provide some examples?"
Bandhan Bank,"Q. What are NEFT and RTGS, and what are the differences between them?"
Bandhan Bank,Q. Do you have any outstanding loans or liabilities?
Bandhan Bank,Q. How does a bank make a profit?
Bandhan Bank,Q. What is a CASA account?
Yes Bank,Q. What is the most important keyword in a CV product?
Yes Bank,Q. What are the responsibilities of a Relationship Officer?
Yes Bank,Q. What is your assessment of the current market outlook?
Yes Bank,Q. What is wealth management?
Yes Bank,Q. What strategies would you implement to increase the business?
Yes Bank,Q. Give an example of a case you handled in the past.
Yes Bank,Q. How much business will you bring to the bank?
Yes Bank,Q. What do you know about banking products?
Yes Bank,Q. What is CASA?
Yes Bank,Q. What is banking? Explain it briefly.
Yes Bank,Q. How will you source business?
Yes Bank,"Q. What is an SLA, and what are some ways to improve it?"
Yes Bank,Q. Do you have your own vehicle?
Yes Bank,Q. What is meant by a loan?
Yes Bank,Q. What is the role of a debit recovery agent?
Yes Bank,Q. Explain the project.
Yes Bank,Q. Tell me about KYC.
Yes Bank,Q. What is the maximum ticket size of life insurance you have sold?
Yes Bank,Q. What is the maximum amount of CASA and FS you have handled?
Yes Bank,Q. What is your current CTC?
Yes Bank,Q. How does the debit and credit process work in a bank?
Yes Bank,Q. What languages do you know?
Yes Bank,Q. What is your current role's process at your current organization?
Yes Bank,Q. How do you engage people?
Yes Bank,Q. How do you behave when faced with negative decisions?
Yes Bank,Q. How do you behave when dealing with negative individuals?
Yes Bank,Q. How do you convince them?
Yes Bank,Q. What is AML?
Yes Bank,Q. What is your expected CTC?
Yes Bank,Q. How do I get leads?
Yes Bank,Q. Tell me about your current work.
Yes Bank,Q. What do you know about the commercial vehicle loan segment and the used commercial vehicle loan segment?
Yes Bank,Q. What is the repo rate?
Yes Bank,Q. How do you calculate gross profit?
Yes Bank,Q. Name some financial products.
Yes Bank,Q. What is the biggest failure of your life?
Yes Bank,Q. Do you know about the performance of Yes Bank?
Yes Bank,Q. Will you be able to bring all your previous customers to Yes Bank?
Yes Bank,Q. What is the full form of OTP?
Yes Bank,Q. What is the highest target achievement in life insurance?
Yes Bank,Q. What is the monthly revenue generation?
Yes Bank,Q. What was your annual life insurance target achievement?
Yes Bank,Q. What is your current CTC and what are your salary expectations?
Yes Bank,Q. How do you manage a portfolio?
Yes Bank,Q. Are you familiar with installing Windows and other software?
Yes Bank,"Q. In banking, there are many products to sell. How would you approach this?"
Yes Bank,Q. How do you handle customer queries?
Yes Bank,Q. Tell me about your educational background.
Yes Bank,Q. What is a journal entry?
Yes Bank,Q. What is asset liability management?
Yes Bank,Q. What is working capital?
Yes Bank,Q. How will you analyze a Balance Sheet?
Yes Bank,Q. What is the current ratio?
Yes Bank,Q. What is a balance sheet?
Yes Bank,Q. What do you know about banking?
Yes Bank,Q. What do you know about balance sheets?
Yes Bank,Q. What is the full form of EMI and its formula?
Yes Bank,Q. What EWR triggers should be monitored?
Yes Bank,Q. How effectively do you use data in audits?
Yes Bank,Q. What documents are required for opening a current account?
Yes Bank,Q. Describe your manufacturing experience.
Yes Bank,Q. Tell me about your manufacturing experience as an ITI fitter.
Yes Bank,Q. Sell me any product of your choice.
Yes Bank,Q. Who processes credit cards?
Yes Bank,Q. How does the cheque clearing system work?
Yes Bank,Q. How would you handle customer interactions with a leading bank?
Yes Bank,Q. What is the difference between API and UPI?
Yes Bank,Q. Explain the different types of retail loans.
Yes Bank,Q. Who is the first chief minister of Telangana?
Yes Bank,Q. Sell me this pen.
Yes Bank,Q. Sell me this tissue box.
Yes Bank,"Q. Explain WC assessment, its methods, and related formulas."
Yes Bank,Q. How do you manage critical customer complaints?
Yes Bank,Q. What documents are required for a deceased claim if nomination facilities are not available in the accounts?
Yes Bank,Q. How would you pitch an investment to a senior citizen who is more inclined towards fixed deposits?
Yes Bank,Q. What is the market share of Mutual Funds in India?
Yes Bank,Q. How would you approach selling a product?
Yes Bank,Q. What investment products are you familiar with?
Yes Bank,Q. What is buyer's credit?
Yes Bank,Q. What is the difference between a current and savings account?
Yes Bank,Q. Sources of long term funding ECB fccb
Yes Bank,Q. How many customers can you bring from your previous organization?
Yes Bank,Q. How many new accounts can you source each month?
Yes Bank,Q. Can you sell me this pen?
Yes Bank,Q. What is MICR?
Yes Bank,Q. What is credit creation?
Yes Bank,Q. Define demand.
Yes Bank,Q. How many types of taxes are there?
Yes Bank,Q. What is a PPC curve?
Yes Bank,Q. What is an IC curve?
Yes Bank,Q. How do you handle outbound calls?
Yes Bank,Q. What is the portfolio size that you are handling?
Yes Bank,Q. What do you know about insurance?
Yes Bank,Q. What is your understanding of taxation in debt and equity?
Yes Bank,Q. The interviewer asked me to sell them a savings bank account.
Yes Bank,Q. What is the difference between soiled and mutilated notes?
Yes Bank,Q. What do you know about retail banking and corporate banking
Yes Bank,Q. What is an index and what does it do
Yes Bank,Q. What are the types of business development and service provider
Yes Bank,Q. 1.Work experience in filed marketing 2. Last company Target 3. How to joint yes bank explain in your end etc.
Tata Steel,Q. How do you handle customers?
Tata Steel,Q. What is your plan to enhance sales?
Tata Steel,Q. What are the different types of conveyor pulleys?
Tata Steel,Q. What is the role of a conveyor belt in industrial processes?
Tata Steel,Q. What is a taffing roller?
Tata Steel,Q. What are bearing clearances?
Tata Steel,Q. What does GTU stand for and what is its significance?
Tata Steel,Q. What does a fitter do?
Tata Steel,Q. What is a control valve?
Tata Steel,Q. What are the best practices for quickly understanding business requirements in a job setting?
Tata Steel,Q. What is the importance of procurement and supply chain management in achieving business goals?
Tata Steel,"Q. Explain the differences between DOR, RDOL, star, and delta connections."
Tata Steel,Q. What is the difference between a strainer and a filter?
Tata Steel,"Q. What is TPM, and which is the most important pillar of TPM?"
Tata Steel,"Q. Can you do this job correctly? If so, how will you demonstrate that?"
Tata Steel,Q. What is the notice period at your current company?
Tata Steel,Q. What are the different types of valves and how do they differ from each other?
Tata Steel,Q. What are the typical applications of spherical roller bearings and how is their nomenclature defined?
Tata Steel,Q. Can you draw a DM plant equipment and process diagram?
Tata Steel,Q. How do you achieve your targets?
Tata Steel,"Q. What are the differences between face-centered cubic (FCC), body-centered cubic (BCC), and hexagonal close-packed (HCP) crystal structures?"
Tata Steel,Q. What is the meaning of UTS?
Tata Steel,Q. What do you mean by Quality Assurance (QA) and Quality Control (QC)?
Tata Steel,Q. What is the meaning of dislocation?
Tata Steel,Q. What is a TTT diagram?
Tata Steel,Q. What is the difference between cold rolling and hot rolling?
Tata Steel,Q. What are the differences between mechanical defects and metallurgical defects?
Tata Steel,Q. How do you balance production volume with maintaining product quality?
Tata Steel,Q. What is the significance of Quality Assurance (QA) and Quality Control (QC) in the industry?
Tata Steel,Q. What are the concepts of wedge and crown in hot rolling?
Tata Steel,Q. What are the common defects found in strips during hot rolling and cold rolling processes?
Tata Steel,Q. What is the difference between steel and iron?
Tata Steel,Q. What is MS Office?
Tata Steel,Q. What is a CPU?
Tata Steel,Q. What is MS Word?
Tata Steel,Q. What is MS Excel?
Tata Steel,Q. What is a computer?
Tata Steel,Q. What is the function of a centrifugal pump?
Tata Steel,Q. What is a conveyor belt?
Tata Steel,Q. What is a MEWP?
Tata Steel,Q. What is meant by positive isolation?
Tata Steel,Q. What are the responsibilities of a safety supervisor?
Tata Steel,Q. How punctual are you?
Tata Steel,Q. What are cold roll and hot roll coils?
Tata Steel,Q. What is CRM?
Tata Steel,Q. What is an HR coil?
Tata Steel,Q. What is the full form of ECL (Electrode Cleaning Line)?
Tata Steel,Q. What does CRM stand for?
Tata Steel,Q. What is a gearbox?
Tata Steel,Q. What safety measures should be taken when working with pulleys in conveyors?
Tata Steel,Q. What are the benefits of using underground cables?
Tata Steel,Q. What is your key strength in electrical engineering?
Tata Steel,Q. How is 1 horsepower (hp) defined in relation to kilowatt-hours (kWh)?
Tata Steel,Q. What types of welding rods are you familiar with?
Tata Steel,Q. What is the working process of a Variable Frequency Drive (VFD)?
Tata Steel,Q. What is the difference between an ID fan and an FD fan?
Tata Steel,Q. What is the working process of a transmitter?
Tata Steel,Q. Draw the Shear force and bending moment diagram of a fixed beam.
Tata Steel,Q. What type of sleeper is used in railway crossings?
Tata Steel,Q. What is the position of reinforcement in a cantilever beam?
Tata Steel,Q. What types of loads are considered when designing steel structures?
Tata Steel,Q. What is the fabrication process?
Tata Steel,Q. What grade of oil is used in a gearbox?
Tata Steel,Q. What is high load bearing?
Tata Steel,Q. How were you introduced to PCI in blast furnaces?
Tata Steel,Q. What is your productivity rate?
Tata Steel,Q. What is a blast furnace?
Tata Steel,Q. What is your job role in blast furnace operation?
Tata Steel,Q. What is the role of parameter control in a blast furnace?
Tata Steel,Q. Explain the tech stack of the project.
Tata Steel,Q. What are the raw materials used in the production process?
Tata Steel,Q. Define Ind AS 115
Tata Steel,Q. Explain Section 194Q of the Income Tax Act.
Tata Steel,Q. What is the difference between kinematic and dynamic viscosity?
Tata Steel,"Q. If a team member is in an unsafe condition, what would you do?"
Tata Steel,Q. What is the full form of DSL?
Tata Steel,Q. What improvements can Tata Steel make?
Tata Steel,Q. What is the significance of e-commerce in the construction industry?
